Index,Unnamed: 0,Assay.Type,BioSample,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA_study,BioProject,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,AvgSpotLen,Bases,Bytes,source_name,GEO_Accession..exp.,Strain,Library.Name,SAMPLE_TYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Collection_Date,Isolation_Source,BioSampleModel,Isolate,infection_side,Host,growth_condition,geographical_location,collected_by,lat_lon,host_disease,ENA.FIRST.PUBLIC..run.,ENA.LAST.UPDATE..run.,Genotype,genotype.variation,Replicate,specific_host,Sample_Name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,TITLE,AssemblyName,Alias,ENA_checklist,Location,INSDC_center_alias,Description,TREATMENT,growth_time,body_site,organism,strain_background,Time_point,analysis_type..exp.,analysis_type..run.,flowcell_barcode..run.,geographic_location_.country_and.or_sea,X_region.,gssr_id..exp.,gssr_id..run.,instrument_name..run.,isolation.source,lane..run.,library_type..exp.,library_type..run.,lsid..exp.,lsid..run.,material_type..exp.,product_order..exp.,product_order..run.,product_part_number..exp.,product_part_number..run.,project..exp.,project..run.,read_group_id..run.,research_project..exp.,research_project..run.,run_barcode..run.,run_name..run.,work_request..exp.,work_request..run.,Broker_name,growth_phase,ENA_first_public,ENA.LAST.UPDATE,Cell_type,culture_type,culture_collection,Time,phage,Biomaterial_provider,phase_of_infection,antibiotic,environmental_condition,Timepoint,growth_medium,Condition,exposed_to,Passages,media,agent,TISSUE,Phenotype,exposure,protocol,susceptibility,organism_part,fraction,stimulus,Replica,carbon_source,TaxID,medium,Cell_Line,taxonomy_id,cultivation_condition,number_of_cells,treatment_duration,treatment_type,genetic_background,plasmid,Biological_Replicate,depletion_method,growth_stage,host_or_sample_description,Tax_ID,Technical_replicate,treated,dangling_references..run.,ID,Incubation_time,molecule_subtype,geographic_location_.country_and.or_sea.,host_health_state,host_scientific_name,Treatment
SRR8309539,341,RNA-Seq,SAMN10564533,GEO,public,SRX5123469,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506515,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,338903772.0,228014653.0,clinical isolate,GSM3506515,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564533
SRR8309540,342,RNA-Seq,SAMN10564532,GEO,public,SRX5123470,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506516,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,376834410.0,254545100.0,clinical isolate,GSM3506516,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564532
SRR8309541,343,RNA-Seq,SAMN10564531,GEO,public,SRX5123471,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506517,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,313505925.0,211567470.0,clinical isolate,GSM3506517,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564531
SRR8309542,344,RNA-Seq,SAMN10564530,GEO,public,SRX5123472,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506518,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,286968738.0,194477129.0,clinical isolate,GSM3506518,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564530
SRR8309543,345,RNA-Seq,SAMN10564529,GEO,public,SRX5123473,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506519,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,411813372.0,280193025.0,clinical isolate,GSM3506519,,,clinical isolate,,,,,,,,wound infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564529
SRR8309544,346,RNA-Seq,SAMN10564528,GEO,public,SRX5123474,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506520,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,362285028.0,248282170.0,clinical isolate,GSM3506520,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564528
SRR8309545,347,RNA-Seq,SAMN10564527,GEO,public,SRX5123475,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506521,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,553471992.0,375230553.0,clinical isolate,GSM3506521,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564527
SRR8309546,348,RNA-Seq,SAMN10564526,GEO,public,SRX5123476,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506522,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,408117657.0,275205065.0,clinical isolate,GSM3506522,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564526
SRR8309547,349,RNA-Seq,SAMN10564525,GEO,public,SRX5123477,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506523,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,476703630.0,327278664.0,clinical isolate,GSM3506523,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564525
SRR8309548,350,RNA-Seq,SAMN10564524,GEO,public,SRX5123478,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506524,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,412071381.0,278228541.0,clinical isolate,GSM3506524,,,clinical isolate,,,,,,,,rectal infection,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564524
SRR8309549,351,RNA-Seq,SAMN10564523,GEO,public,SRX5123479,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506525,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,382086135.0,258361861.0,clinical isolate,GSM3506525,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564523
SRR8309550,352,RNA-Seq,SAMN10564522,GEO,public,SRX5123480,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506526,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,517624806.0,351328655.0,clinical isolate,GSM3506526,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564522
SRR8309553,355,RNA-Seq,SAMN10564519,GEO,public,SRX5123483,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506529,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,505384245.0,346252136.0,clinical isolate,GSM3506529,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564519
SRR8309554,356,RNA-Seq,SAMN10564518,GEO,public,SRX5123484,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506530,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,539610294.0,367374457.0,clinical isolate,GSM3506530,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564518
SRR8309559,361,RNA-Seq,SAMN10564513,GEO,public,SRX5123489,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506535,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,351472212.0,242164364.0,clinical isolate,GSM3506535,,,clinical isolate,,,,,,,,respiratory tract,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564513
SRR8309562,364,RNA-Seq,SAMN10564510,GEO,public,SRX5123492,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506538,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,636299664.0,429034754.0,clinical isolate,GSM3506538,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564510
SRR8309563,365,RNA-Seq,SAMN10564542,GEO,public,SRX5123493,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506539,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,577400937.0,387487452.0,clinical isolate,GSM3506539,,,clinical isolate,,,,,,,,nd/other,,,Germany: Charite Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564542
SRR8309564,366,RNA-Seq,SAMN10564541,GEO,public,SRX5123494,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506540,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,213208662.0,132926871.0,clinical isolate,GSM3506540,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564541
SRR8309567,369,RNA-Seq,SAMN10564564,GEO,public,SRX5123497,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506543,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,312816966.0,193066555.0,clinical isolate,GSM3506543,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564564
SRR8309568,370,RNA-Seq,SAMN10564563,GEO,public,SRX5123498,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506544,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,326660661.0,226830658.0,clinical isolate,GSM3506544,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564563
SRR8309569,371,RNA-Seq,SAMN10564562,GEO,public,SRX5123499,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506545,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,391404039.0,273571329.0,clinical isolate,GSM3506545,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564562
SRR8309570,372,RNA-Seq,SAMN10564561,GEO,public,SRX5123500,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506546,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,320339721.0,222705648.0,clinical isolate,GSM3506546,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564561
SRR8309571,373,RNA-Seq,SAMN10564560,GEO,public,SRX5123501,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506547,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,317878869.0,221136777.0,clinical isolate,GSM3506547,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564560
SRR8309572,374,RNA-Seq,SAMN10564559,GEO,public,SRX5123502,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506548,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,336287982.0,233102964.0,clinical isolate,GSM3506548,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564559
SRR8309573,375,RNA-Seq,SAMN10564558,GEO,public,SRX5123503,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506549,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,422669844.0,279821230.0,clinical isolate,GSM3506549,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564558
SRR8309574,376,RNA-Seq,SAMN10564557,GEO,public,SRX5123504,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506550,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,329144514.0,218866537.0,clinical isolate,GSM3506550,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564557
SRR8309575,377,RNA-Seq,SAMN10564556,GEO,public,SRX5123505,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506551,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,440126736.0,292543911.0,clinical isolate,GSM3506551,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564556
SRR8309576,378,RNA-Seq,SAMN10564555,GEO,public,SRX5123506,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506552,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,307384038.0,205068685.0,clinical isolate,GSM3506552,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564555
SRR8309577,379,RNA-Seq,SAMN10564554,GEO,public,SRX5123507,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506553,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,310363101.0,206027610.0,clinical isolate,GSM3506553,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564554
SRR8309578,380,RNA-Seq,SAMN10564553,GEO,public,SRX5123508,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506554,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,380955822.0,265831014.0,clinical isolate,GSM3506554,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564553
SRR8309579,381,RNA-Seq,SAMN10564552,GEO,public,SRX5123509,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506555,SRP173226,PRJNA509195,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,361031907.0,251388250.0,clinical isolate,GSM3506555,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564552
SRR8309580,382,RNA-Seq,SAMN10564551,GEO,public,SRX5123510,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506556,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,398265273.0,276974106.0,clinical isolate,GSM3506556,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564551
SRR8309581,383,RNA-Seq,SAMN10564550,GEO,public,SRX5123511,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506557,SRP173226,PRJNA509195,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,346728243.0,241804411.0,clinical isolate,GSM3506557,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564550
SRR8309582,384,RNA-Seq,SAMN10564549,GEO,public,SRX5123512,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506558,SRP173226,PRJNA509195,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,419117082.0,290535759.0,clinical isolate,GSM3506558,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564549
SRR8309583,385,RNA-Seq,SAMN10564548,GEO,public,SRX5123513,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2019-04-09T00:00:00Z,GSM3506559,SRP173226,PRJNA509195,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",51.0,367944753.0,246495611.0,clinical isolate,GSM3506559,,,clinical isolate,,,,,,,,"nd/other, chronic",,,Spain: University hospital Palma de Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMN10564548
